0.0202184 1.0819082
0.07103606 0.87027612
0.0871293 1.14386208
0.11827443 0.70322051
0.14335329 0.78494746
0.38344152 -0.25265944
0.41466194 -0.22066063
0.4236548 -0.26595867
0.43758721 -0.4562644
0.46147936 -0.53001927
0.52184832 -0.86481449
0.52889492 -0.99462675
0.54488318 -0.87458603
0.5488135 -0.83407054
0.56804456 -0.77090649
0.60276338 -0.83476183
0.63992102 -1.03080067
0.64589411 -1.02544303
0.71518937 -1.0788268
0.77815675 -1.00713288
0.78052918 -1.03009698
0.79172504 -0.63623922
0.79915856 -0.86230652
0.83261985 -0.75328767
0.87001215 -0.70023795
0.891773 -0.41043495
0.92559664 -0.50486767
0.94466892 -0.27907117
0.96366276 -0.25994628
0.97861834 -0.06189804
